"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"PDE5A","Pde5a","ortholog_one2one",50,100,1
"NBEAL2","Nbeal2","ortholog_one2one",100,100,1
"MYO1A","Myo1a","ortholog_one2one",100,100,1
"ZNF609","Zfp609","ortholog_one2one",100,100,1
"GLDN","Gldn","ortholog_one2one",75,100,1
"CCDC24","Ccdc24","ortholog_one2one",100,100,1
"MCAT","Mcat","ortholog_one2one",100,100,1
"TSPO","Tspo","ortholog_one2one",100,100,1
"KCTD17","Kctd17","ortholog_one2one",100,100,1
"HNRNPLL","Hnrnpll","ortholog_one2one",100,97.74,1
"TECPR1","Tecpr1","ortholog_one2one",100,100,1
"KIAA1841","0610010F05Rik","ortholog_one2one",100,100,1
"SLC6A9","Slc6a9","ortholog_one2one",100,100,1
"FGD1","Fgd1","ortholog_one2one",100,100,1
"HSD11B2","Hsd11b2","ortholog_one2one",100,100,1
"DNAL4","Dnal4","ortholog_one2one",100,100,1
"TSR2","Tsr2","ortholog_one2one",100,100,1
"CCDC12","Ccdc12","ortholog_one2one",100,100,1
"SMPD4","Smpd4","ortholog_one2one",25,100,1
"GALM","Galm","ortholog_one2one",100,100,1
"PXT1","Pxt1","ortholog_one2one",100,100,0
"SFRP2","Sfrp2","ortholog_one2one",100,100,1
"CUEDC1","Cuedc1","ortholog_one2one",100,100,1
"MYL3","Myl3","ortholog_one2one",100,100,1
"TRIP4","Trip4","ortholog_one2one",100,100,1
"ADAMTS1","Adamts1","ortholog_one2one",75,100,1
"SIT1","Sit1","ortholog_one2one",100,100,1
"PTH1R","Pth1r","ortholog_one2one",100,100,1
"SNX14","Snx14","ortholog_one2one",100,100,1
"APOC1","Apoc1","ortholog_one2one",100,100,0
"HS6ST1","Hs6st1","ortholog_one2one",25,100,1
"FLNA","Flna","ortholog_one2one",100,100,1
"PDLIM5","Pdlim5","ortholog_one2one",50,100,1
"CCDC107","Ccdc107","ortholog_one2one",100,100,1
"TAC3","Tac2","ortholog_one2one",100,100,1
"PXMP4","Pxmp4","ortholog_one2one",100,100,1
"ATP13A4","Atp13a4","ortholog_one2one",100,100,1
"PRSS45P","Prss45","ortholog_one2one",100,100,1
"CHD9","Chd9","ortholog_one2one",100,100,1
"DPAGT1","Dpagt1","ortholog_one2one",100,100,1
"TLR2","Tlr2","ortholog_one2one",100,100,1
"PUS10","Pus10","ortholog_one2one",100,100,1
"FAT4","Fat4","ortholog_one2one",100,100,1
"GABRA3","Gabra3","ortholog_one2one",100,100,1
"PEX13","Pex13","ortholog_one2one",100,100,1
"AL589666.1","Gm20537","ortholog_one2one",75,100,1
"KCTD20","Kctd20","ortholog_one2one",100,100,1
"H1-7","H1f7","ortholog_one2one",0,88.88,0
"ALS2CL","Als2cl","ortholog_one2one",100,100,1
"ZNF641","Zfp641","ortholog_one2one",25,100,1
"ZNF341","Zfp341","ortholog_one2one",100,100,1
"LAMB1","Lamb1","ortholog_one2one",50,100,1
"OR8S1","Olfr285","ortholog_one2one",0,0,0
"KIF1B","Kif1b","ortholog_one2one",100,100,1
"H2AX","H2ax","ortholog_one2one",100,100,1
"GABRQ","Gabrq","ortholog_one2one",100,100,1
"TMIE","Tmie","ortholog_one2one",100,100,1
"MPZL3","Mpzl3","ortholog_one2one",100,100,1
"MPZL2","Mpzl2","ortholog_one2one",100,100,1
"FAM240A","Fam240a","ortholog_one2one",100,94.36,1
"TDGF1","Tdgf1","ortholog_one2one",100,97.67,1
"HMBS","Hmbs","ortholog_one2one",100,100,1
"FABP2","Fabp2","ortholog_one2one",75,100,1
"LRRC2","Lrrc2","ortholog_one2one",100,100,1
"GRAP2","Grap2","ortholog_one2one",100,100,1
"TUBB4A","Tubb4a","ortholog_one2one",100,100,1
"UBAC2","Ubac2","ortholog_one2one",100,100,1
"C4orf3","1810037I17Rik","ortholog_one2one",100,69.33,0
"ADAMTS5","Adamts5","ortholog_one2one",75,100,1
"RTP3","Rtp3","ortholog_one2one",100,73.76,0
"ENTPD8","Entpd8","ortholog_one2one",100,100,1
"GPR183","Gpr183","ortholog_one2one",100,100,1
"GPR182","Gpr182","ortholog_one2one",100,100,1
"GPR18","Gpr18","ortholog_one2one",100,100,1
"ZBTB39","Zbtb39","ortholog_one2one",100,100,1
"TNFSF9","Tnfsf9","ortholog_one2one",100,90.67,0
"PDLIM2","Pdlim2","ortholog_one2one",100,100,0
"CD70","Cd70","ortholog_one2one",100,86.84,0
"LTF","Ltf","ortholog_one2one",75,100,1
"TNFSF14","Tnfsf14","ortholog_one2one",100,100,1
"NOXA1","Noxa1","ortholog_one2one",100,100,1
"BAIAP2L1","Baiap2l1","ortholog_one2one",100,100,1
"BRI3","Bri3","ortholog_one2one",100,100,1
"NDRG3","Ndrg3","ortholog_one2one",100,100,1
"WNK3","Wnk3","ortholog_one2one",100,99.77,1
"EFCAB11","Efcab11","ortholog_one2one",100,100,1
"OR5BS1P","OR5BS1P","ortholog_one2one",75,100,1
"CCRL2","Ccrl2","ortholog_one2one",50,100,0
"LALBA","Lalba","ortholog_one2one",50,100,1
"AKNAD1","Aknad1","ortholog_one2one",100,97.4,0
"FAM120C","Fam120c","ortholog_one2one",100,100,1
"MOCS3","Mocs3","ortholog_one2one",100,100,1
"KCNG1","Kcng1","ortholog_one2one",100,100,1
"SLC4A9","Slc4a9","ortholog_one2one",100,100,1
"KANSL2","Kansl2","ortholog_one2one",100,99.05,1
"LRRFIP2","Lrrfip2","ortholog_one2one",50,100,1
"MDFI","Mdfi","ortholog_one2one",100,100,1
"TTLL12","Ttll12","ortholog_one2one",100,100,1
"PKP4","Pkp4","ortholog_one2one",100,100,1
"ETFBKMT","Etfbkmt","ortholog_one2one",100,100,1
"TM9SF2","Tm9sf2","ortholog_one2one",100,100,1
"PEX19","Pex19","ortholog_one2one",100,100,1
"HIP1R","Hip1r","ortholog_one2one",100,100,1
"CLYBL","Clybl","ortholog_one2one",100,100,1
"CCNT1","Ccnt1","ortholog_one2one",100,100,1
"CYREN","Cyren","ortholog_one2one",100,100,1
"ZIC5","Zic5","ortholog_one2one",100,100,1
"C3","C3","ortholog_one2one",100,100,1
"CHMP4B","Chmp4b","ortholog_one2one",75,100,1
"RBM44","Rbm44","ortholog_one2one",100,100,1
"TMEM140","Tmem140","ortholog_one2one",100,100,1
"VPS37B","Vps37b","ortholog_one2one",100,100,1
"CETN2","Cetn2","ortholog_one2one",100,100,1
"GFER","Gfer","ortholog_one2one",100,100,1
"APOE","Apoe","ortholog_one2one",100,100,1
"PHF8","Phf8","ortholog_one2one",100,100,1
"MRPS23","Mrps23","ortholog_one2one",100,100,1
"POR","Por","ortholog_one2one",100,100,1
"STXBP3","Stxbp3","ortholog_one2one",100,100,1
"DSN1","Dsn1","ortholog_one2one",100,100,1
"ASIC4","Asic4","ortholog_one2one",100,100,1
"CAPN3","Capn3","ortholog_one2one",100,100,1
"ATL3","Atl3","ortholog_one2one",100,100,1
"TEX49","4930415O20Rik","ortholog_one2one",100,100,1
"MLH1","Mlh1","ortholog_one2one",75,100,1
"USP53","Usp53","ortholog_one2one",100,100,1
"CD19","Cd19","ortholog_one2one",100,100,1
"NKD2","Nkd2","ortholog_one2one",100,100,1
"EPM2AIP1","Epm2aip1","ortholog_one2one",100,100,1
"LRRC24","Lrrc24","ortholog_one2one",100,100,1
"C8orf82","C030006K11Rik","ortholog_one2one",100,100,1
"TRANK1","Trank1","ortholog_one2one",100,98.92,1
"LRRC14","Lrrc14","ortholog_one2one",100,100,1
"ADCY6","Adcy6","ortholog_one2one",100,100,1
"DCLK3","Dclk3","ortholog_one2one",100,100,1
"RPL7A","Gm14214","ortholog_one2one",0,0,0
"SLC6A11","Slc6a11","ortholog_one2one",100,100,1
"NSDHL","Nsdhl","ortholog_one2one",100,100,1
"SCN2B","Scn2b","ortholog_one2one",100,100,1
"STAC","Stac","ortholog_one2one",100,100,1
"ZNF185","Zfp185","ortholog_one2one",100,94.47,0
"EMD","Emd","ortholog_one2one",100,100,1
"ZIC2","Zic2","ortholog_one2one",100,100,1
"SCUBE1","Scube1","ortholog_one2one",100,100,1
"RIPOR2","Ripor2","ortholog_one2one",100,100,1
"CACNB3","Cacnb3","ortholog_one2one",100,100,1
"GPR108","Gpr108","ortholog_one2one",100,100,1
"PDHA1","Pdha1","ortholog_one2one",100,98.22,1
"PEA15","Pea15a","ortholog_one2one",100,100,1
"MAP3K15","Map3k15","ortholog_one2one",100,100,1
"DCAF8","Dcaf8","ortholog_one2one",100,100,1
"GRAMD4","Gramd4","ortholog_one2one",100,100,1
"ARPP21","Arpp21","ortholog_one2one",100,100,1
"PNMA5","Pnma5","ortholog_one2one",100,100,0
"RABGGTA","Rabggta","ortholog_one2one",100,100,1
"CERK","Cerk","ortholog_one2one",100,100,1
"PNMA3","Pnma3","ortholog_one2one",75,100,1
"CSNK1G1","Csnk1g1","ortholog_one2one",100,100,1
"TBC1D22A","Tbc1d22a","ortholog_one2one",100,100,1
"FOXP4","Foxp4","ortholog_one2one",75,100,1
"DDX23","Ddx23","ortholog_one2one",100,100,1
"MINAR1","Minar1","ortholog_one2one",100,100,1
"TAFA5","Tafa5","ortholog_one2one",100,89.68,1
"RND1","Rnd1","ortholog_one2one",100,100,1
"TMED3","Tmed3","ortholog_one2one",100,100,1
"ANKRD34C","Ankrd34c","ortholog_one2one",100,100,1
"CCDC65","Ccdc65","ortholog_one2one",100,98.01,1
"TMEM87A","Tmem87a","ortholog_one2one",100,100,1
"TLN2","Tln2","ortholog_one2one",100,100,1
"FKBP11","Fkbp11","ortholog_one2one",100,100,1
"ARF3","Arf3","ortholog_one2one",100,100,1
"RASGRF1","Rasgrf1","ortholog_one2one",100,99.71,1
"WNT10B","Wnt10b","ortholog_one2one",100,100,1
"WNT1","Wnt1","ortholog_one2one",100,100,1
"BRD1","Brd1","ortholog_one2one",100,100,1
"DDN","Ddn","ortholog_one2one",100,100,1
"PRKAG1","Prkag1","ortholog_one2one",100,100,1
"MYOZ2","Myoz2","ortholog_one2one",100,100,1
"CTSH","Ctsh","ortholog_one2one",100,100,1
"SLC25A39","Slc25a39","ortholog_one2one",100,100,1
"SYNPO2","Synpo2","ortholog_one2one",100,100,1
"GGACT","Ggact","ortholog_one2one",100,100,1
"MORF4L1","Morf4l1","ortholog_one2one",75,100,1
"ADGRG2","Adgrg2","ortholog_one2one",100,100,1
"PCCA","Pcca","ortholog_one2one",100,100,1
"SOGA1","Soga1","ortholog_one2one",100,100,1
"TLDC2","Tldc2","ortholog_one2one",100,100,1
"SCN4B","Scn4b","ortholog_one2one",100,100,1
"TMTC4","Tmtc4","ortholog_one2one",100,100,1
"TRIP10","Trip10","ortholog_one2one",100,100,1
"MYH7","Myh7","ortholog_one2one",100,100,1
"MPPED1","Mpped1","ortholog_one2one",100,100,1
"KMT2D","Kmt2d","ortholog_one2one",100,99.67,1
"SNX22","Snx22","ortholog_one2one",100,100,1
"PPIB","Ppib","ortholog_one2one",100,100,1
"FNDC7","Fndc7","ortholog_one2one",100,100,1
"TOMM40","Tomm40","ortholog_one2one",100,99.93,1
"HUWE1","Huwe1","ortholog_one2one",100,100,1
"NECTIN2","Nectin2","ortholog_one2one",100,100,1
"TAZ","Taz","ortholog_one2one",100,98.59,1
"ADAMTS7","Adamts7","ortholog_one2one",50,100,1
"WDR91","Wdr91","ortholog_one2one",75,100,1
"NONO","Nono","ortholog_one2one",100,97.31,1
"CASQ1","Casq1","ortholog_one2one",100,100,1
"PLAAT3","Plaat3","ortholog_one2one",100,100,1
"TBC1D2B","Tbc1d2b","ortholog_one2one",0,100,1
"NRARP","Nrarp","ortholog_one2one",100,100,1
"ARHGEF39","Arhgef39","ortholog_one2one",100,100,1
"SRSF7","Srsf7","ortholog_one2one",100,100,1
"DNASE1L1","Dnase1l1","ortholog_one2one",100,99.06,1
"DHH","Dhh","ortholog_one2one",100,100,1
"CLASP2","Clasp2","ortholog_one2one",100,99.97,1
"RHEBL1","Rhebl1","ortholog_one2one",100,100,1
"HENMT1","Henmt1","ortholog_one2one",100,97.59,1
"TOR4A","Tor4a","ortholog_one2one",100,100,1
"DLD","Dld","ortholog_one2one",75,100,1
"REL","Rel","ortholog_one2one",100,98.31,1
"SEC24D","Sec24d","ortholog_one2one",100,100,1
"LGALS12","Lgals12","ortholog_one2one",100,100,1
"METTL14","Mettl14","ortholog_one2one",100,100,1
"TRIM35","Trim35","ortholog_one2one",100,100,1
"ASIP","a","ortholog_one2one",75,100,1
"DHRS1","Dhrs1","ortholog_one2one",100,100,1
"PLXNA2","Plxna2","ortholog_one2one",100,100,1
"RALY","Raly","ortholog_one2one",75,100,1
"CA9","Car9","ortholog_one2one",100,100,1
"GEMIN6","Gemin6","ortholog_one2one",100,100,1
"ITGB1BP2","Itgb1bp2","ortholog_one2one",100,100,1
"PTPRK","Ptprk","ortholog_one2one",100,100,1
"GBP5","Gbp5","ortholog_one2one",50,100,1
"ZBED4","Zbed4","ortholog_one2one",100,100,1
"EIF2S2","Eif2s2","ortholog_one2one",75,100,1
"VPS13C","Vps13c","ortholog_one2one",100,99.98,1
"SNX1","Snx1","ortholog_one2one",100,100,1
"COQ8A","Coq8a","ortholog_one2one",75,100,1
"STRA8","Stra8","ortholog_one2one",100,100,1
"CIAO2A","Ciao2a","ortholog_one2one",100,100,1
"CBX6","Cbx6","ortholog_one2one",100,100,1
"ARMH2","Armh2","ortholog_one2one",100,100,1
"PLAAT5","Plaat5","ortholog_one2one",100,100,1
"EFCAB6","Efcab6","ortholog_one2one",100,100,1
"NPTXR","Nptxr","ortholog_one2one",100,100,1
"ALG12","Alg12","ortholog_one2one",100,100,1
"BCAM","Bcam","ortholog_one2one",100,100,1
"DAPK2","Dapk2","ortholog_one2one",100,100,1
"ZMYND8","Zmynd8","ortholog_one2one",100,99.89,1
"CDC42BPA","Cdc42bpa","ortholog_one2one",50,100,1
"CRELD2","Creld2","ortholog_one2one",100,97.06,1
"EIF4EBP3","Eif4ebp3","ortholog_one2one",100,100,1
"PIM3","Pim3","ortholog_one2one",100,100,1
"RORA","Rora","ortholog_one2one",100,99.21,1
"HSD17B10","Hsd17b10","ortholog_one2one",100,100,1
"RIBC1","Ribc1","ortholog_one2one",100,100,1
"SULT4A1","Sult4a1","ortholog_one2one",100,100,1
"PHKA2","Phka2","ortholog_one2one",100,100,1
"DMXL2","Dmxl2","ortholog_one2one",50,100,1
"NELFB","Nelfb","ortholog_one2one",100,100,1
"PNPLA5","Pnpla5","ortholog_one2one",100,100,1
"SMC1A","Smc1a","ortholog_one2one",100,100,1
"PAPOLG","Papolg","ortholog_one2one",100,100,1
"NALCN","Nalcn","ortholog_one2one",100,100,1
"CBLC","Cblc","ortholog_one2one",100,100,1
"TTLL8","Ttll8","ortholog_one2one",100,94.87,1
"DHX57","Dhx57","ortholog_one2one",100,100,1
"PNPLA3","Pnpla3","ortholog_one2one",100,92.83,1
"ICE2","Ice2","ortholog_one2one",100,99.42,1
"STPG3","Stpg3","ortholog_one2one",100,100,0
"SAMM50","Samm50","ortholog_one2one",100,100,1
"PPEF1","Ppef1","ortholog_one2one",100,100,1
"HERC1","Herc1","ortholog_one2one",100,100,1
"FAM166A","Fam166a","ortholog_one2one",100,100,1
"TUBB4B","Tubb4b","ortholog_one2one",100,100,1
"MORN2","Morn2","ortholog_one2one",100,100,0
"RPS17","Rps17","ortholog_one2one",50,95.15,1
"GJA1","Gja6","ortholog_one2one",0,0,0
"FBXL22","Fbxl22","ortholog_one2one",100,100,0
"CDKL5","Cdkl5","ortholog_one2one",100,98.27,1
"CD34","Cd34","ortholog_one2one",100,100,1
"TMPRSS6","Tmprss6","ortholog_one2one",100,100,1
"ATP6V0D1","Atp6v0d1","ortholog_one2one",100,100,1
"IQSEC2","Iqsec2","ortholog_one2one",100,100,1
"GALNT9","Galnt9","ortholog_one2one",100,100,1
"RS1","Rs1","ortholog_one2one",100,100,1
"CD46","Cd46","ortholog_one2one",100,97.86,0
"CTCF","Ctcf","ortholog_one2one",100,100,1
"AGRP","Agrp","ortholog_one2one",100,100,1
"STMN4","Stmn4","ortholog_one2one",100,100,1
"ITGBL1","Itgbl1","ortholog_one2one",75,100,1
"RIPOR1","Ripor1","ortholog_one2one",100,100,1
"CPEB1","Cpeb1","ortholog_one2one",50,96.61,1
"PARVB","Parvb","ortholog_one2one",100,86.88,1
"FOXB1","Foxb1","ortholog_one2one",100,100,1
"TMPRSS4","Tmprss4","ortholog_one2one",100,100,1
"BNIP2","Bnip2","ortholog_one2one",100,99.03,1
"FGF14","Fgf14","ortholog_one2one",50,100,1
"SMIM35","BC049352","ortholog_one2one",100,100,1
"ARHGEF33","Arhgef33","ortholog_one2one",100,100,1
"NOP9","Nop9","ortholog_one2one",100,100,1
"SOS1","Sos1","ortholog_one2one",100,100,1
"NOC4L","Noc4l","ortholog_one2one",100,100,1
"CIDEB","Cideb","ortholog_one2one",100,100,1
"MLC1","Mlc1","ortholog_one2one",100,100,1
"ADRA1A","Adra1a","ortholog_one2one",100,97.31,1
"SFPQ","Sfpq","ortholog_one2one",100,100,1
"SH2D7","Sh2d7","ortholog_one2one",50,100,0
"SAMHD1","Samhd1","ortholog_one2one",100,100,1
"CIB2","Cib2","ortholog_one2one",50,100,1
"MOV10L1","Mov10l1","ortholog_one2one",100,97.62,1
"CDKL4","Cdkl4","ortholog_one2one",100,100,1
"ZMYM1","Zmym1","ortholog_one2one",100,98.64,1
"SCML2","Scml2","ortholog_one2one",100,82,0
"RAPGEF4","Rapgef4","ortholog_one2one",100,100,1
"UBP1","Ubp1","ortholog_one2one",100,100,1
"GTF2A2","Gtf2a2","ortholog_one2one",100,100,1
"TRABD","Trabd","ortholog_one2one",100,100,1
"FBXL2","Fbxl2","ortholog_one2one",100,100,1
"SULF2","Sulf2","ortholog_one2one",100,99.29,1
"PANX2","Panx2","ortholog_one2one",100,100,1
"SUSD5","Susd5","ortholog_one2one",75,100,1
"VAV1","Vav1","ortholog_one2one",75,100,1
"GCNT3","Gcnt3","ortholog_one2one",100,100,1
"RAI2","Rai2","ortholog_one2one",100,100,1
"CRTAP","Crtap","ortholog_one2one",75,100,1
"FAM81A","Fam81a","ortholog_one2one",100,100,1
"NCOA3","Ncoa3","ortholog_one2one",100,98.65,1
"GLB1","Glb1","ortholog_one2one",100,100,1
"NHS","Nhs","ortholog_one2one",100,100,1
"MYO1E","Myo1e","ortholog_one2one",100,99.97,1
"CR1","Cr1l","ortholog_one2one",75,72.47,0
"TMPPE","Tmppe","ortholog_one2one",100,100,1
"CCR4","Ccr4","ortholog_one2one",75,100,1
"JMY","Jmy","ortholog_one2one",100,100,1
"TRIM71","Trim71","ortholog_one2one",100,100,1
"REPS2","Reps2","ortholog_one2one",100,100,1
"DDX51","Ddx51","ortholog_one2one",100,98.3,1
"CNOT10","Cnot10","ortholog_one2one",100,100,1
"IDH3A","Idh3a","ortholog_one2one",100,100,1
"CCNB2","Ccnb2","ortholog_one2one",75,100,1
"ATP5F1D","Atp5d","ortholog_one2one",100,100,1
"TUBGCP6","Tubgcp6","ortholog_one2one",100,99.49,1
"STK11","Stk11","ortholog_one2one",100,100,1
"SELENOO","Selenoo","ortholog_one2one",100,100,1
"DPYSL2","Dpysl2","ortholog_one2one",100,99.88,1
"RNF111","Rnf111","ortholog_one2one",100,100,1
"CBARP","Cbarp","ortholog_one2one",100,99.08,1
"MAP4K3","Map4k3","ortholog_one2one",100,100,1
"DYNC1LI1","Dync1li1","ortholog_one2one",100,100,1
"CMTM6","Cmtm6","ortholog_one2one",100,100,1
"CMTM7","Cmtm7","ortholog_one2one",100,100,1
"PNMA2","Pnma2","ortholog_one2one",100,100,1
"ACD","Acd","ortholog_one2one",100,100,0
"CMTM8","Cmtm8","ortholog_one2one",100,100,1
"ACSBG1","Acsbg1","ortholog_one2one",100,100,1
"GPD1L","Gpd1l","ortholog_one2one",100,100,1
"CARMIL2","Carmil2","ortholog_one2one",100,100,1
"KYAT3","Kyat3","ortholog_one2one",100,100,1
"RBBP7","Rbbp7","ortholog_one2one",100,100,1
"OSBPL10","Osbpl10","ortholog_one2one",100,100,1
"ABR","Abr","ortholog_one2one",100,100,1
"STT3B","Stt3b","ortholog_one2one",100,100,1
"TXLNG","Txlng","ortholog_one2one",100,100,1
"GADL1","Gadl1","ortholog_one2one",100,99.31,1
"CR2","Cr2","ortholog_one2one",50,100,1
"TGFBR2","Tgfbr2","ortholog_one2one",100,100,1
"BNIP3L","Bnip3l","ortholog_one2one",100,100,1
"SLTM","Sltm","ortholog_one2one",100,100,1
"TMEM178A","Tmem178","ortholog_one2one",100,100,1
"GTF2B","Gtf2b","ortholog_one2one",100,100,1
"DNAJA4","Dnaja4","ortholog_one2one",100,100,1
"SYAP1","Syap1","ortholog_one2one",75,100,1
"WDR61","Wdr61","ortholog_one2one",100,100,1
"MINDY2","Mindy2","ortholog_one2one",75,100,1
"RBMS3","Rbms3","ortholog_one2one",100,100,1
"BHMT2","Bhmt2","ortholog_one2one",100,100,1
"THUMPD2","Thumpd2","ortholog_one2one",100,100,1
"OGT","Ogt","ortholog_one2one",75,100,1
"S100G","S100g","ortholog_one2one",100,100,1
"CTPS2","Ctps2","ortholog_one2one",100,100,1
"SLC8A1","Slc8a1","ortholog_one2one",100,100,1
"PPP2R2A","Ppp2r2a","ortholog_one2one",100,100,1
"CXCR3","Cxcr3","ortholog_one2one",75,100,1
"PKDCC","Pkdcc","ortholog_one2one",100,100,1
"PKN2","Pkn2","ortholog_one2one",100,100,1
"NHSL2","Nhsl2","ortholog_one2one",75,100,1
"RTL5","Rtl5","ortholog_one2one",50,100,1
"CRABP1","Crabp1","ortholog_one2one",100,100,1
"AP3B2","Ap3b2","ortholog_one2one",100,100,1
"MICAL3","Mical3","ortholog_one2one",100,100,1
"PRSS12","Prss12","ortholog_one2one",100,99.9,1
"LTB4R2","Ltb4r2","ortholog_one2one",100,100,1
"IL10RA","Il10ra","ortholog_one2one",100,100,1
"ADGRE1","Adgre1","ortholog_one2one",50,94.57,1
"TMPRSS13","Tmprss13","ortholog_one2one",100,100,1
"IL2RB","Il2rb","ortholog_one2one",100,100,1
"ADAM10","Adam10","ortholog_one2one",100,100,1
"RBL1","Rbl1","ortholog_one2one",100,100,1
"LIPC","Lipc","ortholog_one2one",100,100,1
"NAB1","Nab1","ortholog_one2one",100,100,1
"GRPR","Grpr","ortholog_one2one",75,100,1
"AQP9","Aqp9","ortholog_one2one",100,93.42,1
"DMGDH","Dmgdh","ortholog_one2one",100,100,1
"NDST3","Ndst3","ortholog_one2one",100,100,1
"AP1S2","Ap1s2","ortholog_one2one",75,100,1
"FXYD6","Fxyd6","ortholog_one2one",100,100,1
"EP400","Ep400","ortholog_one2one",100,99.78,1
"C1QTNF6","C1qtnf6","ortholog_one2one",100,100,1
"HDAC10","Hdac10","ortholog_one2one",100,100,1
"MROH8","Mroh8","ortholog_one2one",100,100,0
"RPN2","Rpn2","ortholog_one2one",100,100,1
"CA5B","Car5b","ortholog_one2one",75,100,1
"ALDH1A2","Aldh1a2","ortholog_one2one",100,100,1
"UACA","Uaca","ortholog_one2one",100,100,1
"POLR2M","Polr2m","ortholog_one2one",100,100,1
"ADCY4","Adcy4","ortholog_one2one",100,100,1
"PLP1","Plp1","ortholog_one2one",75,100,1
"ACE2","Ace2","ortholog_one2one",100,100,1
"SSTR3","Sstr3","ortholog_one2one",100,100,1
"XRCC6","Xrcc6","ortholog_one2one",100,100,1
"ZMYM6","Zmym6","ortholog_one2one",100,99.98,1
"TMEM35B","Tmem35b","ortholog_one2one",100,100,1
"PARD6A","Pard6a","ortholog_one2one",100,100,1
"TRAM1L1","Tram1l1","ortholog_one2one",100,100,1
"DESI1","Desi1","ortholog_one2one",75,100,1
"ATP6AP1","Atp6ap1","ortholog_one2one",100,100,1
"ARSB","Arsb","ortholog_one2one",100,100,1
"MAPK12","Mapk12","ortholog_one2one",100,100,1
"TDRD3","Tdrd3","ortholog_one2one",100,100,1
"BMX","Bmx","ortholog_one2one",100,99.12,1
"ENKD1","Enkd1","ortholog_one2one",100,100,1
"RAB9B","Rab9b","ortholog_one2one",75,100,1
"C16orf86","4933405L10Rik","ortholog_one2one",100,100,1
"CGNL1","Cgnl1","ortholog_one2one",100,100,1
"NEMP2","Nemp2","ortholog_one2one",100,100,1
"NUDT12","Nudt12","ortholog_one2one",50,100,1
"PIR","Pir","ortholog_one2one",100,100,1
"MAPK11","Mapk11","ortholog_one2one",100,100,1
"RIPK3","Ripk3","ortholog_one2one",100,100,1
"VEGFD","Vegfd","ortholog_one2one",100,100,1
"PIGA","Piga","ortholog_one2one",100,100,1
"SLC25A53","Slc25a53","ortholog_one2one",75,100,1
"PLXNB2","Plxnb2","ortholog_one2one",100,100,1
"ASB11","Asb11","ortholog_one2one",100,100,1
"PCDH9","Pcdh9","ortholog_one2one",100,100,1
"ASB9","Asb9","ortholog_one2one",100,100,1
"GHRH","Ghrh","ortholog_one2one",100,100,1
"EEF1A2","Eef1a2","ortholog_one2one",100,100,1
"MOSPD2","Mospd2","ortholog_one2one",100,100,1
"SNU13","Snu13","ortholog_one2one",75,86.74,0
"CMC1","Cmc1","ortholog_one2one",75,100,1
"GDI1","Gdi1","ortholog_one2one",100,100,1
"FAM199X","Fam199x","ortholog_one2one",100,100,1
"AZI2","Azi2","ortholog_one2one",100,100,1
"PPDPF","Ppdpf","ortholog_one2one",100,100,1
"MANBAL","Manbal","ortholog_one2one",100,100,1
"FANCB","Fancb","ortholog_one2one",100,100,0
"RAC2","Rac2","ortholog_one2one",100,100,1
"EFNA5","Efna5","ortholog_one2one",50,100,1
"GLRA2","Glra2","ortholog_one2one",100,100,1
"PTK6","Ptk6","ortholog_one2one",100,100,1
"NDST4","Ndst4","ortholog_one2one",100,100,1
"EOMES","Eomes","ortholog_one2one",50,100,1
"GEMIN8","Gemin8","ortholog_one2one",100,100,1
"SRMS","Srms","ortholog_one2one",100,100,1
"FAM50A","Fam50a","ortholog_one2one",100,100,1
"ESX1","Esx1","ortholog_one2one",100,61.01,0
"GOLGA4","Golga4","ortholog_one2one",50,100,1
"DENND6B","Dennd6b","ortholog_one2one",100,100,1
"NFATC4","Nfatc4","ortholog_one2one",100,100,1
