"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Stap2","STAP2","ortholog_one2one",100,96.06,1
"Isl1","ISL1","ortholog_one2one",75,100,1
"Mpzl1","MPZL1","ortholog_one2one",100,100,1
"Stx16","STX16","ortholog_one2one",100,99.8,1
"Abcd3","ABCD3","ortholog_one2one",100,100,1
"Setd4","SETD4","ortholog_one2one",100,100,1
"Fmr1","FMR1","ortholog_one2one",50,100,1
"Fam163a","FAM163A","ortholog_one2one",100,100,1
"Lysmd2","LYSMD2","ortholog_one2one",75,100,1
"Cstf2","CSTF2","ortholog_one2one",100,100,1
"Gpihbp1","GPIHBP1","ortholog_one2one",100,100,0
"Gxylt1","GXYLT1","ortholog_one2one",100,100,1
"Sh3bgrl3","SH3BGRL3","ortholog_one2one",100,100,1
"Cyth3","CYTH3","ortholog_one2one",100,100,1
"Golga1","GOLGA1","ortholog_one2one",100,99.28,1
"Nfkbid","NFKBID","ortholog_one2one",100,97.79,1
"Rgs7","RGS7","ortholog_one2one",100,100,1
"Nrp1","NRP1","ortholog_one2one",25,100,1
"Atp6v1h","ATP6V1H","ortholog_one2one",100,100,1
"Ralbp1","RALBP1","ortholog_one2one",100,100,1
"Sat2","SAT2","ortholog_one2one",100,100,1
"Maob","MAOB","ortholog_one2one",100,100,1
"Ankrd55","ANKRD55","ortholog_one2one",100,100,1
"Setdb2","SETDB2","ortholog_one2one",100,99.4,1
"Grhl3","GRHL3","ortholog_one2one",100,98.35,1
"Fbxo22","FBXO22","ortholog_one2one",50,100,1
"Dpysl5","DPYSL5","ortholog_one2one",100,100,1
"Coa7","COA7","ortholog_one2one",100,100,1
"5730480H06Rik","PACRGL","ortholog_one2one",100,100,1
"P4ha1","P4HA1","ortholog_one2one",50,100,1
"Cmas","CMAS","ortholog_one2one",100,100,1
"Scg3","SCG3","ortholog_one2one",50,100,1
"Shisal2a","SHISAL2A","ortholog_one2one",100,100,1
"Snx8","SNX8","ortholog_one2one",75,100,1
"Nrg4","NRG4","ortholog_one2one",100,100,1
"Gpx7","GPX7","ortholog_one2one",100,100,1
"Rgs20","RGS20","ortholog_one2one",100,100,1
"Pak3","PAK3","ortholog_one2one",100,100,1
"Kcnip4","KCNIP4","ortholog_one2one",100,100,1
"Kcnq1","KCNQ1","ortholog_one2one",75,100,1
"Sh3yl1","SH3YL1","ortholog_one2one",75,100,1
"Chm","CHM","ortholog_one2one",100,100,1
"Nsmce1","NSMCE1","ortholog_one2one",100,98.58,1
"Cep295","CEP295","ortholog_one2one",100,99.72,1
"Arl13a","ARL13A","ortholog_one2one",100,97.67,0
"Npff","NPFF","ortholog_one2one",100,100,1
"Xkrx","XKRX","ortholog_one2one",100,100,1
"Rnf17","RNF17","ortholog_one2one",25,100,1
"Clca1","CLCA1","ortholog_one2one",100,100,1
"Lnpk","LNPK","ortholog_one2one",100,97.98,1
"Wdr70","WDR70","ortholog_one2one",100,100,1
"Lonp1","LONP1","ortholog_one2one",50,100,1
"Jph2","JPH2","ortholog_one2one",100,100,1
"Rangrf","RANGRF","ortholog_one2one",100,100,1
"C130074G19Rik","C1orf115","ortholog_one2one",100,100,1
"Syndig1","SYNDIG1","ortholog_one2one",75,100,1
"Lrch1","LRCH1","ortholog_one2one",100,100,1
"Tex11","TEX11","ortholog_one2one",100,97.52,1
"Mlxipl","MLXIPL","ortholog_one2one",100,100,1
"Slc25a35","SLC25A35","ortholog_one2one",100,100,1
"Nefl","NEFL","ortholog_one2one",100,100,1
"Calcoco1","CALCOCO1","ortholog_one2one",100,100,1
"Bmp5","BMP5","ortholog_one2one",50,100,1
"Afdn","AFDN","ortholog_one2one",75,100,1
"Treh","TREH","ortholog_one2one",100,100,1
"Rec8","REC8","ortholog_one2one",100,100,1
"Tgif1","TGIF1","ortholog_one2one",100,100,1
"Hmgcll1","HMGCLL1","ortholog_one2one",75,97.65,1
"Itgb1","ITGB1","ortholog_one2one",50,98.11,1
"Eefsec","EEFSEC","ortholog_one2one",100,100,1
"Arid3b","ARID3B","ortholog_one2one",100,100,1
"Slc7a4","SLC7A4","ortholog_one2one",50,100,1
"Plekhh2","PLEKHH2","ortholog_one2one",100,100,1
"Sqor","SQOR","ortholog_one2one",100,100,1
"Spef2","SPEF2","ortholog_one2one",100,100,0
"Efcab2","EFCAB2","ortholog_one2one",100,86.22,0
"Ubxn4","UBXN4","ortholog_one2one",100,100,1
"St8sia1","ST8SIA1","ortholog_one2one",100,100,1
"Ufsp2","UFSP2","ortholog_one2one",100,100,1
"Phldb1","PHLDB1","ortholog_one2one",100,100,1
"Catsperd","CATSPERD","ortholog_one2one",50,80.86,0
"Yaf2","YAF2","ortholog_one2one",75,100,1
"P2rx6","P2RX6","ortholog_one2one",75,100,1
"Tdrd5","TDRD5","ortholog_one2one",100,100,1
"Ifnlr1","IFNLR1","ortholog_one2one",100,100,1
"Nbr1","NBR1","ortholog_one2one",100,100,1
"Oplah","OPLAH","ortholog_one2one",100,100,1
"Npepl1","NPEPL1","ortholog_one2one",100,100,1
"Mrpl39","MRPL39","ortholog_one2one",100,97.14,1
"Oser1","OSER1","ortholog_one2one",100,100,1
"Clca2","CLCA2","ortholog_one2one",100,100,1
"Tyr","TYR","ortholog_one2one",75,100,1
"4931406C07Rik","C11orf54","ortholog_one2one",100,100,1
"Zcrb1","ZCRB1","ortholog_one2one",100,100,1
"Hoxc13","HOXC13","ortholog_one2one",100,100,1
"Ankrd37","ANKRD37","ortholog_one2one",100,100,1
"Hoxc12","HOXC12","ortholog_one2one",100,100,1
"Usp34","USP34","ortholog_one2one",100,99.74,1
"Pgap2","PGAP2","ortholog_one2one",100,100,1
"Dag1","DAG1","ortholog_one2one",100,100,1
"Kif26b","KIF26B","ortholog_one2one",100,100,1
"Ago3","AGO3","ortholog_one2one",100,100,1
"Txlna","TXLNA","ortholog_one2one",100,100,1
"Lrp2bp","LRP2BP","ortholog_one2one",100,100,1
"Gria4","GRIA4","ortholog_one2one",100,100,1
"Rasip1","RASIP1","ortholog_one2one",100,100,1
"Atrn","ATRN","ortholog_one2one",100,100,1
"Twsg1","TWSG1","ortholog_one2one",100,100,1
"Exosc4","EXOSC4","ortholog_one2one",100,100,1
"Cab39l","CAB39L","ortholog_one2one",75,100,1
"Rrp1b","RRP1B","ortholog_one2one",50,99.32,1
"Acsl5","ACSL5","ortholog_one2one",100,100,1
"Gfral","GFRAL","ortholog_one2one",100,99.34,1
"Stau1","STAU1","ortholog_one2one",100,100,1
"Taf1d","TAF1D","ortholog_one2one",100,89.24,0
"Izumo1","IZUMO1","ortholog_one2one",100,96.6,0
"Rcsd1","RCSD1","ortholog_one2one",100,100,1
"Hoxc11","HOXC11","ortholog_one2one",75,100,1
"Fez2","FEZ2","ortholog_one2one",100,100,1
"Tmem63a","TMEM63A","ortholog_one2one",75,100,1
"Cdadc1","CDADC1","ortholog_one2one",50,99.46,1
"Slc2a4","SLC2A4","ortholog_one2one",100,100,1
"Zdhhc6","ZDHHC6","ortholog_one2one",100,100,1
"Hcrtr2","HCRTR2","ortholog_one2one",100,98.76,1
"Hoxc9","HOXC9","ortholog_one2one",75,100,1
"Hsf2bp","HSF2BP","ortholog_one2one",75,100,1
"Dennd4c","DENND4C","ortholog_one2one",100,100,1
"Hoxc10","HOXC10","ortholog_one2one",75,100,1
"Hoxc8","HOXC8","ortholog_one2one",50,100,1
"Hoxc5","HOXC5","ortholog_one2one",25,100,1
"Olfm2","OLFM2","ortholog_one2one",100,100,1
"Hoxc6","HOXC6","ortholog_one2one",75,100,1
"Aplp1","APLP1","ortholog_one2one",100,100,1
"Lrrc34","LRRC34","ortholog_one2one",100,96.46,1
"Crim1","CRIM1","ortholog_one2one",100,100,1
"Supt4a","SUPT4H1","ortholog_one2one",100,100,1
"Nicn1","NICN1","ortholog_one2one",100,100,1
"Lrriq4","LRRIQ4","ortholog_one2one",100,98.04,1
"Fam83b","FAM83B","ortholog_one2one",100,100,1
"Usp27x","USP27X","ortholog_one2one",100,100,1
"Rubcnl","RUBCNL","ortholog_one2one",100,100,1
"Mad2l1","MAD2L1","ortholog_one2one",50,100,1
"Pdpn","PDPN","ortholog_one2one",75,100,0
"Zfp687","ZNF687","ortholog_one2one",100,100,1
"Gpat3","GPAT3","ortholog_one2one",100,100,1
"Arhgap29","ARHGAP29","ortholog_one2one",100,100,1
"Pkp1","PKP1","ortholog_one2one",100,100,1
"Stat1","STAT1","ortholog_one2one",100,98.33,1
"Tgoln1","TGOLN2","ortholog_one2one",0,94.24,0
"Dnajb2","DNAJB2","ortholog_one2one",100,100,1
"Cenpj","CENPJ","ortholog_one2one",50,100,1
"Eif4e","EIF4E","ortholog_one2one",100,95.36,1
"Retsat","RETSAT","ortholog_one2one",75,100,1
"Pi4kb","PI4KB","ortholog_one2one",100,100,1
"Lrrc63","LRRC63","ortholog_one2one",100,98.24,0
"Col25a1","COL25A1","ortholog_one2one",100,100,1
"Pla2g12b","PLA2G12B","ortholog_one2one",75,100,1
"Rhoa","RHOA","ortholog_one2one",100,100,1
"Kcnk5","KCNK5","ortholog_one2one",25,100,1
"Fpgt","FPGT","ortholog_one2one",100,100,1
"Dctn6","DCTN6","ortholog_one2one",100,94.67,1
"Gm572","C1orf127","ortholog_one2one",100,80.43,0
"Kctd18","KCTD18","ortholog_one2one",100,100,1
"Frmd4b","FRMD4B","ortholog_one2one",100,100,1
"Tcta","TCTA","ortholog_one2one",100,100,1
"Gbx2","GBX2","ortholog_one2one",100,100,1
"Atp2b1","ATP2B1","ortholog_one2one",75,100,1
"Hoxc4","HOXC4","ortholog_one2one",75,100,1
"Cald1","CALD1","ortholog_one2one",100,100,1
"Glrb","GLRB","ortholog_one2one",100,100,1
"Gnas","GNAS","ortholog_one2one",100,99.82,1
"Cdkn1c","CDKN1C","ortholog_one2one",100,100,1
"Cdh4","CDH4","ortholog_one2one",100,100,1
"Il4ra","IL4R","ortholog_one2one",100,100,1
"Hcn4","HCN4","ortholog_one2one",100,100,1
"Ndp","NDP","ortholog_one2one",100,100,1
"Ddx10","DDX10","ortholog_one2one",100,100,1
"Fam192a","PSME3IP1","ortholog_one2one",100,100,1
"Gdap1l1","GDAP1L1","ortholog_one2one",100,100,1
"Lct","LCT","ortholog_one2one",100,100,1
"Grm5","GRM5","ortholog_one2one",100,100,1
"Fabp5","FABP5","ortholog_one2one",100,100,1
"1700102P08Rik","C3orf62","ortholog_one2one",100,100,1
"Frmpd2","FRMPD2","ortholog_one2one",50,100,1
"Taf4","TAF4","ortholog_one2one",100,100,1
"Ap2a1","AP2A1","ortholog_one2one",100,100,1
"Smad3","SMAD3","ortholog_one2one",100,100,1
"Fitm1","FITM1","ortholog_one2one",100,100,1
"Gpx1","GPX1","ortholog_one2one",100,100,1
"Zhx2","ZHX2","ortholog_one2one",100,100,1
"Ccdc36","IHO1","ortholog_one2one",100,100,1
"Lrrc38","LRRC38","ortholog_one2one",50,100,1
"Gga1","GGA1","ortholog_one2one",100,99.39,1
"Syt14","SYT14","ortholog_one2one",100,100,1
"Usp4","USP4","ortholog_one2one",100,100,1
"Rps6","RPS6","ortholog_one2one",100,99.9,1
"Ano4","ANO4","ortholog_one2one",100,100,1
"Kcnk16","KCNK16","ortholog_one2one",50,32.07,0
"Jam2","JAM2","ortholog_one2one",100,97.46,1
"Evx2","EVX2","ortholog_one2one",100,100,1
"Fbf1","FBF1","ortholog_one2one",100,99.88,1
"Lcp1","LCP1","ortholog_one2one",100,100,1
"Umps","UMPS","ortholog_one2one",100,100,1
"Cdhr2","CDHR2","ortholog_one2one",100,100,1
"Rbm26","RBM26","ortholog_one2one",100,100,1
"Mis18bp1","MIS18BP1","ortholog_one2one",100,96.64,0
"Mcm6","MCM6","ortholog_one2one",100,100,1
"Ranbp3","RANBP3","ortholog_one2one",50,99.31,1
"Lrrc31","LRRC31","ortholog_one2one",100,94.64,1
"Smim9","SMIM9","ortholog_one2one",75,100,0
"Acacb","ACACB","ortholog_one2one",100,100,1
"Ccdc22","CCDC22","ortholog_one2one",100,100,1
"Gprin1","GPRIN1","ortholog_one2one",100,100,1
"Clu","CLU","ortholog_one2one",100,100,1
"Dedd","DEDD","ortholog_one2one",100,100,1
"Ephx1","EPHX1","ortholog_one2one",50,100,1
"Dgkg","DGKG","ortholog_one2one",100,100,1
"Usp42","USP42","ortholog_one2one",75,99.98,1
"Acer2","ACER2","ortholog_one2one",100,100,1
"Foxp3","FOXP3","ortholog_one2one",100,100,1
"Lasp1","LASP1","ortholog_one2one",100,100,1
"Rspry1","RSPRY1","ortholog_one2one",100,100,1
"Hoxd13","HOXD13","ortholog_one2one",100,100,1
"Myl12a","MYL12A","ortholog_one2one",100,100,1
"Ankrd12","ANKRD12","ortholog_one2one",75,100,1
"Pdgfc","PDGFC","ortholog_one2one",100,100,1
"Kpna6","KPNA6","ortholog_one2one",100,100,1
"Smug1","SMUG1","ortholog_one2one",75,100,1
"Stat4","STAT4","ortholog_one2one",100,100,1
"2700049A03Rik","KIAA0586","ortholog_one2one",100,98.4,1
"Efhc2","EFHC2","ortholog_one2one",100,100,1
"Rsrc1","RSRC1","ortholog_one2one",100,100,1
"Poc1b","POC1B","ortholog_one2one",100,100,1
"Vmac","VMAC","ortholog_one2one",75,100,1
"Cbx5","CBX5","ortholog_one2one",100,100,1
"Nit1","NIT1","ortholog_one2one",100,100,1
"Gle1","GLE1","ortholog_one2one",100,100,1
"Ehd4","EHD4","ortholog_one2one",100,100,1
"Myom1","MYOM1","ortholog_one2one",100,99.63,1
"Cby1","CBY1","ortholog_one2one",100,100,1
"Smyd3","SMYD3","ortholog_one2one",100,100,1
"Il22ra1","IL22RA1","ortholog_one2one",100,100,1
"Exph5","EXPH5","ortholog_one2one",100,100,1
"Hsf4","HSF4","ortholog_one2one",100,100,1
"Axdnd1","AXDND1","ortholog_one2one",100,94.37,1
"Shox2","SHOX2","ortholog_one2one",100,100,1
"Fuz","FUZ","ortholog_one2one",100,100,1
"Nrtn","NRTN","ortholog_one2one",100,100,1
"Gnai3","GNAI3","ortholog_one2one",100,100,1
"Zfp821","ZNF821","ortholog_one2one",100,100,1
"Ube2g1","UBE2G1","ortholog_one2one",100,100,1
"Mapk14","MAPK14","ortholog_one2one",100,100,1
"Oit3","OIT3","ortholog_one2one",100,100,1
"Fundc2","FUNDC2","ortholog_one2one",50,100,1
"Asb18","ASB18","ortholog_one2one",100,100,1
"Slc7a3","SLC7A3","ortholog_one2one",100,100,1
"Hoxd12","HOXD12","ortholog_one2one",100,100,1
"F8","F8","ortholog_one2one",50,100,1
"Nphs2","NPHS2","ortholog_one2one",100,100,1
"Plcb2","PLCB2","ortholog_one2one",100,100,1
"Hoxd11","HOXD11","ortholog_one2one",100,100,1
"Ppp1r3f","PPP1R3F","ortholog_one2one",100,100,1
"Rrp36","RRP36","ortholog_one2one",100,100,1
"Epha5","EPHA5","ortholog_one2one",100,100,1
"Hoxd10","HOXD10","ortholog_one2one",100,100,1
"Mboat4","MBOAT4","ortholog_one2one",100,100,1
"Kmo","KMO","ortholog_one2one",100,100,1
"Slc38a11","SLC38A11","ortholog_one2one",100,100,1
"Atxn1l","ATXN1L","ortholog_one2one",75,100,1
"Gpr61","GPR61","ortholog_one2one",100,100,1
"Col6a2","COL6A2","ortholog_one2one",100,100,1
"Kcns2","KCNS2","ortholog_one2one",100,100,1
"Acad8","ACAD8","ortholog_one2one",100,100,1
"Amigo1","AMIGO1","ortholog_one2one",100,100,1
"Igfn1","IGFN1","ortholog_one2one",100,96.08,0
"Eif5","EIF5","ortholog_one2one",100,100,1
"Myom3","MYOM3","ortholog_one2one",100,100,1
"Lrriq3","LRRIQ3","ortholog_one2one",100,100,1
"Miga2","MIGA2","ortholog_one2one",100,100,1
"Stk19","STK19","ortholog_one2one",75,92.56,1
"Ptprr","PTPRR","ortholog_one2one",100,100,1
"Fh1","FH","ortholog_one2one",100,100,1
"Tomm22","TOMM22","ortholog_one2one",100,100,1
"Golga5","GOLGA5","ortholog_one2one",100,100,1
"Mea1","MEA1","ortholog_one2one",100,100,1
"Mark1","MARK1","ortholog_one2one",100,100,1
"Utp25","UTP25","ortholog_one2one",100,100,1
"Tbx2","TBX2","ortholog_one2one",100,100,1
"Fundc1","FUNDC1","ortholog_one2one",100,100,1
"Pmp2","PMP2","ortholog_one2one",100,100,1
"Klhdc3","KLHDC3","ortholog_one2one",100,100,1
"Dync2li1","DYNC2LI1","ortholog_one2one",100,99.94,1
"Dus3l","DUS3L","ortholog_one2one",75,100,1
"Golm1","GOLM1","ortholog_one2one",100,100,1
"Col5a3","COL5A3","ortholog_one2one",100,99.88,1
"Shroom3","SHROOM3","ortholog_one2one",100,100,1
"Camkk2","CAMKK2","ortholog_one2one",100,100,1
"Sh3gl1","SH3GL1","ortholog_one2one",100,100,1
"Pdxp","PDXP","ortholog_one2one",100,100,1
"Il1rapl1","IL1RAPL1","ortholog_one2one",100,100,1
"Tfb2m","TFB2M","ortholog_one2one",100,100,1
"Ppp2r5d","PPP2R5D","ortholog_one2one",100,99.97,1
"Clasrp","CLASRP","ortholog_one2one",100,100,1
"Cbr3","CBR3","ortholog_one2one",100,100,1
"Tspan5","TSPAN5","ortholog_one2one",100,100,1
"Naa35","NAA35","ortholog_one2one",100,100,1
"Abcg8","ABCG8","ortholog_one2one",100,100,1
"Smad6","SMAD6","ortholog_one2one",100,100,1
"Mpnd","MPND","ortholog_one2one",100,100,1
"Asb7","ASB7","ortholog_one2one",100,100,1
"Fitm2","FITM2","ortholog_one2one",100,100,1
"Prr22","PRR22","ortholog_one2one",50,100,1
"Lsm14b","LSM14B","ortholog_one2one",100,100,1
"Ergic2","ERGIC2","ortholog_one2one",100,100,1
"Cyb561d1","CYB561D1","ortholog_one2one",100,97.74,1
"Samd12","SAMD12","ortholog_one2one",100,100,1
"Ndfip2","NDFIP2","ortholog_one2one",100,100,1
"Skiv2l","SKIV2L","ortholog_one2one",100,100,1
"R3hdml","R3HDML","ortholog_one2one",100,100,1
"Fmr1nb","FMR1NB","ortholog_one2one",100,70.85,0
"Alox5","ALOX5","ortholog_one2one",100,100,1
"Hnf4a","HNF4A","ortholog_one2one",100,100,1
"Dap3","DAP3","ortholog_one2one",75,100,1
"Abcg5","ABCG5","ortholog_one2one",100,100,1
"Vit","VIT","ortholog_one2one",100,100,1
"Cpb2","CPB2","ortholog_one2one",100,100,1
"Gbe1","GBE1","ortholog_one2one",100,100,1
"Mtcp1","MTCP1","ortholog_one2one",100,100,1
"Cmc4","CMC4","ortholog_one2one",50,100,1
"Glis1","GLIS1","ortholog_one2one",100,100,1
"Spag4","SPAG4","ortholog_one2one",100,100,1
"Neo1","NEO1","ortholog_one2one",100,100,1
"Samd7","SAMD7","ortholog_one2one",100,100,1
"Nxpe4","NXPE4","ortholog_one2one",100,99.18,1
"Ralgapb","RALGAPB","ortholog_one2one",100,100,1
"Nxpe2","NXPE2","ortholog_one2one",100,100,1
"Sec62","SEC62","ortholog_one2one",100,100,1
"Ipo4","IPO4","ortholog_one2one",100,100,1
"Josd1","JOSD1","ortholog_one2one",100,100,1
"Ift43","IFT43","ortholog_one2one",100,100,1
"Arap1","ARAP1","ortholog_one2one",100,100,1
"Dxo","DXO","ortholog_one2one",100,100,1
"Lctl","LCTL","ortholog_one2one",100,100,1
"Adam7","ADAM7","ortholog_one2one",100,99.91,1
"BC048562","C3orf84","ortholog_one2one",100,100,1
"Shisa2","SHISA2","ortholog_one2one",50,100,1
"Itga3","ITGA3","ortholog_one2one",100,100,1
"Zwilch","ZWILCH","ortholog_one2one",100,100,1
"Klhdc8b","KLHDC8B","ortholog_one2one",100,100,1
"Traf3ip3","TRAF3IP3","ortholog_one2one",100,100,1
"Gm43191","AC118553.2","ortholog_one2one",100,75.23,0
"Zfp605","ZNF605","ortholog_one2one",50,98.21,1
"Mfsd14a","MFSD14A","ortholog_one2one",100,100,1
"Jak3","JAK3","ortholog_one2one",50,100,1
"Gfra4","GFRA4","ortholog_one2one",100,98.49,1
"Dlx2","DLX2","ortholog_one2one",100,100,1
"Terf1","TERF1","ortholog_one2one",100,97.59,1
"Slc35a3","SLC35A3","ortholog_one2one",100,100,1
"Ccdc71","CCDC71","ortholog_one2one",100,100,1
"Far2","FAR2","ortholog_one2one",100,100,1
"Tinag","TINAG","ortholog_one2one",100,100,1
"Ttpal","TTPAL","ortholog_one2one",100,100,1
"Hoxd9","HOXD9","ortholog_one2one",100,100,1
"Nfe2","NFE2","ortholog_one2one",100,100,1
"Sncb","SNCB","ortholog_one2one",100,100,1
"Odf2l","ODF2L","ortholog_one2one",100,98.65,1
"Ctsc","CTSC","ortholog_one2one",100,100,1
"Ash1l","ASH1L","ortholog_one2one",100,100,1
"Msh3","MSH3","ortholog_one2one",100,100,1
"Sbspon","SBSPON","ortholog_one2one",100,100,1
"Prickle1","PRICKLE1","ortholog_one2one",75,100,1
"Parp4","PARP4","ortholog_one2one",0,78.11,1
"Pcmtd2","PCMTD2","ortholog_one2one",50,100,1
"Etnppl","ETNPPL","ortholog_one2one",100,100,1
"Mamstr","MAMSTR","ortholog_one2one",100,100,1
"Irf6","IRF6","ortholog_one2one",100,100,1
"Olfr1234","OR4A15","ortholog_one2one",75,0,1
"Psma7","PSMA7","ortholog_one2one",100,100,1
"Gmnc","GMNC","ortholog_one2one",100,100,1
"Vwa1","VWA1","ortholog_one2one",100,100,1
"Crygs","CRYGS","ortholog_one2one",100,100,1
"Cbl","CBL","ortholog_one2one",100,100,1
"Nrg2","NRG2","ortholog_one2one",100,100,1
"Slc22a18","SLC22A18","ortholog_one2one",100,100,1
"A130010J15Rik","C1orf74","ortholog_one2one",100,100,1
"Rhog","RHOG","ortholog_one2one",100,100,1
"Ndufv2","NDUFV2","ortholog_one2one",50,96.92,1
"Copz1","COPZ1","ortholog_one2one",100,96.31,1
"Tmem39b","TMEM39B","ortholog_one2one",100,100,1
"Inhbb","INHBB","ortholog_one2one",100,100,1
"Irak1","IRAK1","ortholog_one2one",100,100,1
"Gm20379","HMGN4","ortholog_one2one",0,0,0
"Fabp4","FABP4","ortholog_one2one",100,100,1
"Eif3b","EIF3B","ortholog_one2one",100,100,1
"Tbx4","TBX4","ortholog_one2one",100,100,1
"Snx12","SNX12","ortholog_one2one",100,94.74,1
"Slc5a9","SLC5A9","ortholog_one2one",100,100,1
"Mlip","MLIP","ortholog_one2one",100,100,0
"Begain","BEGAIN","ortholog_one2one",100,100,1
"Foxn4","FOXN4","ortholog_one2one",100,100,1
"Ostn","OSTN","ortholog_one2one",100,100,1
"Fam110c","FAM110C","ortholog_one2one",50,96.86,0
"Lamb2","LAMB2","ortholog_one2one",100,100,1
"Negr1","NEGR1","ortholog_one2one",100,100,1
"Ptprn","PTPRN","ortholog_one2one",100,100,1
"Capn6","CAPN6","ortholog_one2one",100,100,1
"Adig","ADIG","ortholog_one2one",100,100,0
"Obscn","OBSCN","ortholog_one2one",100,99.99,1
"Tmem88b","TMEM88B","ortholog_one2one",100,100,1
"Ralb","RALB","ortholog_one2one",100,100,1
"Nvl","NVL","ortholog_one2one",50,100,1
"Mark2","MARK2","ortholog_one2one",100,100,1
"Trmt2b","TRMT2B","ortholog_one2one",100,100,1
"Hoxd3","HOXD3","ortholog_one2one",100,100,1
"Zfp385a","ZNF385A","ortholog_one2one",100,100,1
"Ankrd65","ANKRD65","ortholog_one2one",100,100,1
"Ninj2","NINJ2","ortholog_one2one",100,100,1
"Arhgap40","ARHGAP40","ortholog_one2one",100,100,1
"Thyn1","THYN1","ortholog_one2one",100,100,1
"Tnfrsf11b","TNFRSF11B","ortholog_one2one",100,100,1
"4930444P10Rik","C8orf89","ortholog_one2one",100,100,1
"Polr3k","POLR3K","ortholog_one2one",0,69.45,0
"Poglut3","POGLUT3","ortholog_one2one",100,100,1
"Inafm2","INAFM2","ortholog_one2one",75,100,1
"Hoxd8","HOXD8","ortholog_one2one",100,100,1
"Otulinl","OTULINL","ortholog_one2one",100,100,1
"Adam2","ADAM2","ortholog_one2one",0,96.38,1
"4931428F04Rik","KIAA0895L","ortholog_one2one",100,100,1
"Vps26b","VPS26B","ortholog_one2one",100,100,1
"Tmem185b","TMEM185B","ortholog_one2one",100,100,1
"Itga5","ITGA5","ortholog_one2one",100,100,1
"Aff2","AFF2","ortholog_one2one",100,99.65,1
"Lpcat3","LPCAT3","ortholog_one2one",100,100,1
"Exoc3l","EXOC3L1","ortholog_one2one",100,100,1
"Ptprg","PTPRG","ortholog_one2one",100,100,1
"Foxo4","FOXO4","ortholog_one2one",100,100,1
"Ccdc9b","CCDC9B","ortholog_one2one",100,100,1
"Gapvd1","GAPVD1","ortholog_one2one",100,99.29,1
"Dusp21","DUSP21","ortholog_one2one",100,100,1
"Cacng1","CACNG1","ortholog_one2one",100,100,1
"Dcx","DCX","ortholog_one2one",100,100,1
"Nol3","NOL3","ortholog_one2one",100,100,1
"Phlda2","PHLDA2","ortholog_one2one",100,100,1
"Emg1","EMG1","ortholog_one2one",100,100,1
"Top1mt","TOP1MT","ortholog_one2one",100,100,1
"Pex6","PEX6","ortholog_one2one",100,100,1
"Chst12","CHST12","ortholog_one2one",100,100,1
"Ptpn20","PTPN20","ortholog_one2one",50,100,1
"Colec10","COLEC10","ortholog_one2one",100,100,1
"Ago1","AGO1","ortholog_one2one",100,100,1
"Rab38","RAB38","ortholog_one2one",100,100,1
"Gm614","CXorf65","ortholog_one2one",100,100,1
"Mapre1","MAPRE1","ortholog_one2one",100,100,1
"Gpatch2l","GPATCH2L","ortholog_one2one",75,100,1
"Khdrbs1","KHDRBS1","ortholog_one2one",100,100,1
"Pip4k2c","PIP4K2C","ortholog_one2one",100,100,1
"4930550C14Rik","C11orf65","ortholog_one2one",100,100,1
"Psmd4","PSMD4","ortholog_one2one",100,100,1
"Usp19","USP19","ortholog_one2one",100,99.26,1
"Dtx3","DTX3","ortholog_one2one",100,100,1
"Slc39a4","SLC39A4","ortholog_one2one",100,100,1
"Fabp12","FABP12","ortholog_one2one",100,100,1
"Notch3","NOTCH3","ortholog_one2one",50,100,1
"Atp8a2","ATP8A2","ortholog_one2one",75,100,1
"Strn","STRN","ortholog_one2one",100,100,1
"Rpl9-ps1","RPL9","ortholog_one2one",0,0,0
